antecedents,consequents,support,confidence
['Respiratory distress'],['Dyspnea'],0.013026578422103162,0.988835725677831
['Dyspnea'],['Vertigo'],0.011934026683475155,0.9161290322580645
['Dyspnea'],['Vomiting'],0.01178695241096754,0.9048387096774194
['Edema'],['Nausea'],0.010211156634100221,0.9033457249070632
['Erythema'],['Headache'],0.011429772034877612,0.8690095846645367
['Erythema'],['Inflammatory abnormality of the skin'],0.011324718983086459,0.8610223642172524
['Erythema'],['Nausea'],0.011723920579892846,0.8913738019169329
['Erythema'],['Pruritus'],0.010736421893055993,0.8162939297124601
['Erythema'],['Vertigo'],0.010988549217354765,0.8354632587859426
['Erythema'],['Vomiting'],0.01088349616556361,0.8274760383386581
['Excessive daytime somnolence'],['Headache'],0.012249185838848618,0.9526143790849673
['Excessive daytime somnolence'],['Inflammatory abnormality of the skin'],0.011387750814161152,0.8856209150326798
['Excessive daytime somnolence'],['Nausea'],0.012081100955982771,0.9395424836601307
['Excessive daytime somnolence'],['Vertigo'],0.012354238890639774,0.9607843137254902
['Excessive daytime somnolence'],['Vomiting'],0.011534825086668768,0.8970588235294118
['Fatigue'],['Headache'],0.012102111566341002,0.9473684210526316
['Fatigue'],['Inflammatory abnormality of the skin'],0.011639878138459922,0.9111842105263158
['Fatigue'],['Nausea'],0.012396260111356234,0.9703947368421053
['Fatigue'],['Pruritus'],0.010610358230906608,0.830592105263158
['Fatigue'],['Vertigo'],0.011934026683475155,0.9342105263157896
['Fatigue'],['Vomiting'],0.011849984242042231,0.9276315789473685
['Fever'],['Headache'],0.01300556781174493,0.8805120910384068
['Fever'],['Inflammatory abnormality of the skin'],0.012879504149595546,0.871977240398293
['Fever'],['Nausea'],0.013867002836432399,0.9388335704125178
['Fever'],['Vertigo'],0.012627376825296775,0.8549075391180654
['Fever'],['Vomiting'],0.013320726967118396,0.9018492176386914
['Hyperhidrosis'],['Headache'],0.010841474944847147,0.9591078066914498
['Inflammatory abnormality of the skin'],['Headache'],0.016787477676226494,0.8809261300992283
['Headache'],['Inflammatory abnormality of the skin'],0.016787477676226494,0.8455026455026455
['Myalgia'],['Headache'],0.010064082361592605,0.9696356275303645
['Headache'],['Nausea'],0.018573379556676123,0.9354497354497355
['Nausea'],['Headache'],0.018573379556676123,0.8778550148957299
['Pain'],['Headache'],0.012417270721714465,0.8406827880512091
['Paresthesia'],['Headache'],0.011660888748818153,0.9503424657534246
['Poor appetite'],['Headache'],0.011555835697026999,0.9212730318257957
['Pruritus'],['Headache'],0.014959554575060405,0.8844720496894409
['Respiratory distress'],['Headache'],0.012249185838848618,0.9298245614035088
['Tachycardia'],['Headache'],0.010652379451623069,0.8863636363636364
['Thrombocytopenia'],['Headache'],0.010547326399831915,0.8670120898100172
['Headache'],['Vertigo'],0.01764891270091396,0.888888888888889
['Vertigo'],['Headache'],0.01764891270091396,0.9364548494983277
['Headache'],['Vomiting'],0.016871520117659418,0.8497354497354498
['Vomiting'],['Headache'],0.016871520117659418,0.8785557986870897
['Xerostomia'],['Headache'],0.010085092971950834,0.9736308316430019
['Hyperhidrosis'],['Inflammatory abnormality of the skin'],0.01019014602374199,0.9014869888475837
['Hyperhidrosis'],['Nausea'],0.011030570438071227,0.9758364312267659
['Hyperhidrosis'],['Vertigo'],0.010715411282697762,0.9479553903345724
['Hyperhidrosis'],['Vomiting'],0.010589347620548377,0.9368029739776952
['Inflammatory abnormality of the skin'],['Nausea'],0.01764891270091396,0.926130099228225
['Nausea'],['Inflammatory abnormality of the skin'],0.01764891270091396,0.8341608738828202
['Pain'],['Inflammatory abnormality of the skin'],0.011976047904191617,0.8108108108108109
['Paresthesia'],['Inflammatory abnormality of the skin'],0.011156634100220612,0.9092465753424658
['Poor appetite'],['Inflammatory abnormality of the skin'],0.01157684630738523,0.9229480737018425
['Pruritus'],['Inflammatory abnormality of the skin'],0.01508561823720979,0.8919254658385093
['Respiratory distress'],['Inflammatory abnormality of the skin'],0.012123122176699233,0.9202551834130782
['Tachycardia'],['Inflammatory abnormality of the skin'],0.010211156634100221,0.8496503496503497
['Thrombocytopenia'],['Inflammatory abnormality of the skin'],0.0106733900619813,0.8773747841105353
['Inflammatory abnormality of the skin'],['Vertigo'],0.0161781699758378,0.8489525909592063
['Vertigo'],['Inflammatory abnormality of the skin'],0.0161781699758378,0.8584169453734671
['Inflammatory abnormality of the skin'],['Vomiting'],0.01647231852085303,0.86438809261301
['Vomiting'],['Inflammatory abnormality of the skin'],0.01647231852085303,0.8577680525164113
['Myalgia'],['Nausea'],0.010169135413383759,0.979757085020243
['Pain'],['Nausea'],0.012543334383863852,0.8492176386913229
['Paresthesia'],['Nausea'],0.011892005462758693,0.9691780821917808
['Poor appetite'],['Nausea'],0.012333228280281543,0.983249581239531
['Pruritus'],['Nausea'],0.015463809223657947,0.9142857142857143
['Respiratory distress'],['Nausea'],0.012627376825296775,0.9585326953748007
['Tachycardia'],['Nausea'],0.01088349616556361,0.9055944055944056
['Thrombocytopenia'],['Nausea'],0.011366740203802921,0.9343696027633851
['Vertigo'],['Nausea'],0.01781699758377981,0.9453734671125976
['Nausea'],['Vertigo'],0.01781699758377981,0.8421052631578948
['Vomiting'],['Nausea'],0.018888538712049586,0.9835886214442013
['Nausea'],['Vomiting'],0.018888538712049586,0.8927507447864945
['Paresthesia'],['Pruritus'],0.010400252127324299,0.8476027397260274
['Paresthesia'],['Vertigo'],0.011387750814161152,0.928082191780822
['Paresthesia'],['Vomiting'],0.011366740203802921,0.9263698630136987
['Poor appetite'],['Pruritus'],0.010337220296249606,0.8241206030150753
['Poor appetite'],['Vertigo'],0.011261687152011765,0.897822445561139
['Poor appetite'],['Vomiting'],0.012165143397415696,0.9698492462311558
['Respiratory distress'],['Pruritus'],0.011093602269145918,0.8421052631578948
['Pruritus'],['Vertigo'],0.014224183212522324,0.8409937888198757
['Pruritus'],['Vomiting'],0.01437125748502994,0.8496894409937888
['Respiratory distress'],['Vertigo'],0.012081100955982771,0.9170653907496014
['Respiratory distress'],['Vomiting'],0.011913016073116924,0.9043062200956938
['Tachycardia'],['Vertigo'],0.010652379451623069,0.8863636363636364
['Tachycardia'],['Vomiting'],0.010379241516966068,0.8636363636363636
['Thrombocytopenia'],['Vertigo'],0.010127114192667297,0.8324697754749567
['Thrombocytopenia'],['Vomiting'],0.011030570438071227,0.9067357512953368
['Vomiting'],['Vertigo'],0.016367265469061875,0.8522975929978117
['Vertigo'],['Vomiting'],0.016367265469061875,0.8684503901895205
['fibrolamellar hepatocellular carcinoma'],['adenocarcinoma of liver and intrahepatic biliary tract'],0.010736421893055993,0.998046875
['adenocarcinoma of liver and intrahepatic biliary tract'],['fibrolamellar hepatocellular carcinoma'],0.010736421893055993,0.9751908396946565
['hepatocellular carcinoma'],['adenocarcinoma of liver and intrahepatic biliary tract'],0.010736421893055993,0.8268608414239482
['adenocarcinoma of liver and intrahepatic biliary tract'],['hepatocellular carcinoma'],0.010736421893055993,0.9751908396946565
['liver cancer'],['adenocarcinoma of liver and intrahepatic biliary tract'],0.010736421893055993,0.8295454545454545
['adenocarcinoma of liver and intrahepatic biliary tract'],['liver cancer'],0.010736421893055993,0.9751908396946565
['pediatric hepatocellular carcinoma'],['adenocarcinoma of liver and intrahepatic biliary tract'],0.010715411282697762,1.0
['adenocarcinoma of liver and intrahepatic biliary tract'],['pediatric hepatocellular carcinoma'],0.010715411282697762,0.9732824427480915
['squamous cell carcinoma of liver and intrahepatic biliary tract'],['adenocarcinoma of liver and intrahepatic biliary tract'],0.011009559827712996,1.0
['adenocarcinoma of liver and intrahepatic biliary tract'],['squamous cell carcinoma of liver and intrahepatic biliary tract'],0.011009559827712996,1.0
['undifferentiated carcinoma of liver and intrahepatic biliary tract'],['adenocarcinoma of liver and intrahepatic biliary tract'],0.011009559827712996,1.0
['adenocarcinoma of liver and intrahepatic biliary tract'],['undifferentiated carcinoma of liver and intrahepatic biliary tract'],0.011009559827712996,1.0
['bipolar disorder'],['major affective disorder'],0.010106103582309066,0.9412915851272016
['major affective disorder'],['bipolar disorder'],0.010106103582309066,0.993801652892562
['breast carcinoma'],['breast cancer'],0.011303708372728228,0.9871559633027523
['breast cancer'],['breast neoplasm'],0.022607416745456455,1.0
['breast neoplasm'],['breast cancer'],0.022607416745456455,0.9935364727608494
['hereditary breast carcinoma'],['breast cancer'],0.022607416745456455,0.9898804047838087
['breast cancer'],['hereditary breast carcinoma'],0.022607416745456455,1.0
['hereditary breast ovarian cancer syndrome'],['breast cancer'],0.022607416745456455,0.9173060528559249
['breast cancer'],['hereditary breast ovarian cancer syndrome'],0.022607416745456455,1.0
['breast cancer'],['squamous cell carcinoma of the corpus uteri'],0.022607416745456455,1.0
['squamous cell carcinoma of the corpus uteri'],['breast cancer'],0.022607416745456455,1.0
['undifferentiated carcinoma of the corpus uteri'],['breast cancer'],0.022607416745456455,1.0
['breast cancer'],['undifferentiated carcinoma of the corpus uteri'],0.022607416745456455,1.0
['breast carcinoma'],['breast neoplasm'],0.011450782645235844,1.0
['breast carcinoma'],['hereditary breast carcinoma'],0.011303708372728228,0.9871559633027523
['breast carcinoma'],['hereditary breast ovarian cancer syndrome'],0.01134572959344469,0.9908256880733946
['breast carcinoma'],['squamous cell carcinoma of the corpus uteri'],0.011303708372728228,0.9871559633027523
['breast carcinoma'],['undifferentiated carcinoma of the corpus uteri'],0.011303708372728228,0.9871559633027523
['hereditary breast carcinoma'],['breast neoplasm'],0.022607416745456455,0.9898804047838087
['breast neoplasm'],['hereditary breast carcinoma'],0.022607416745456455,0.9935364727608494
['hereditary breast ovarian cancer syndrome'],['breast neoplasm'],0.022649437966172917,0.9190110826939472
['breast neoplasm'],['hereditary breast ovarian cancer syndrome'],0.022649437966172917,0.9953831948291781
['squamous cell carcinoma of the corpus uteri'],['breast neoplasm'],0.022607416745456455,1.0
['breast neoplasm'],['squamous cell carcinoma of the corpus uteri'],0.022607416745456455,0.9935364727608494
['undifferentiated carcinoma of the corpus uteri'],['breast neoplasm'],0.022607416745456455,1.0
['breast neoplasm'],['undifferentiated carcinoma of the corpus uteri'],0.022607416745456455,0.9935364727608494
['colorectal cancer'],['colorectal carcinoma'],0.014749448471478096,0.8519417475728155
['colorectal carcinoma'],['colorectal cancer'],0.014749448471478096,1.0
['colorectal neoplasm'],['colorectal cancer'],0.014749448471478096,1.0
['colorectal cancer'],['colorectal neoplasm'],0.014749448471478096,0.8519417475728155
['colorectal neoplasm'],['colorectal carcinoma'],0.014749448471478096,1.0
['colorectal carcinoma'],['colorectal neoplasm'],0.014749448471478096,1.0
['familial prostate carcinoma'],['prostate cancer'],0.013026578422103162,0.9309309309309309
['prostate cancer'],['familial prostate carcinoma'],0.013026578422103162,0.9967845659163986
['familial prostate carcinoma'],['prostate carcinoma'],0.013026578422103162,0.9309309309309309
['prostate carcinoma'],['familial prostate carcinoma'],0.013026578422103162,0.9967845659163986
['fibrolamellar hepatocellular carcinoma'],['hepatocellular carcinoma'],0.010715411282697762,0.99609375
['hepatocellular carcinoma'],['fibrolamellar hepatocellular carcinoma'],0.010715411282697762,0.8252427184466019
['fibrolamellar hepatocellular carcinoma'],['liver cancer'],0.010715411282697762,0.99609375
['liver cancer'],['fibrolamellar hepatocellular carcinoma'],0.010715411282697762,0.8279220779220778
['fibrolamellar hepatocellular carcinoma'],['pediatric hepatocellular carcinoma'],0.010715411282697762,0.99609375
['pediatric hepatocellular carcinoma'],['fibrolamellar hepatocellular carcinoma'],0.010715411282697762,1.0
['fibrolamellar hepatocellular carcinoma'],['squamous cell carcinoma of liver and intrahepatic biliary tract'],0.010736421893055993,0.998046875
['squamous cell carcinoma of liver and intrahepatic biliary tract'],['fibrolamellar hepatocellular carcinoma'],0.010736421893055993,0.9751908396946565
['fibrolamellar hepatocellular carcinoma'],['undifferentiated carcinoma of liver and intrahepatic biliary tract'],0.010736421893055993,0.998046875
['undifferentiated carcinoma of liver and intrahepatic biliary tract'],['fibrolamellar hepatocellular carcinoma'],0.010736421893055993,0.9751908396946565
['hepatocellular carcinoma'],['liver cancer'],0.01294253598067024,0.9967637540453076
['liver cancer'],['hepatocellular carcinoma'],0.01294253598067024,1.0
['pediatric hepatocellular carcinoma'],['hepatocellular carcinoma'],0.010715411282697762,1.0
['hepatocellular carcinoma'],['pediatric hepatocellular carcinoma'],0.010715411282697762,0.8252427184466019
['hepatocellular carcinoma'],['squamous cell carcinoma of liver and intrahepatic biliary tract'],0.010736421893055993,0.8268608414239482
['squamous cell carcinoma of liver and intrahepatic biliary tract'],['hepatocellular carcinoma'],0.010736421893055993,0.9751908396946565
['hepatocellular carcinoma'],['undifferentiated carcinoma of liver and intrahepatic biliary tract'],0.010736421893055993,0.8268608414239482
['undifferentiated carcinoma of liver and intrahepatic biliary tract'],['hepatocellular carcinoma'],0.010736421893055993,0.9751908396946565
['hereditary breast ovarian cancer syndrome'],['hereditary breast carcinoma'],0.022733480407605842,0.9224211423699915
['hereditary breast carcinoma'],['hereditary breast ovarian cancer syndrome'],0.022733480407605842,0.9954001839926404
['hereditary breast carcinoma'],['squamous cell carcinoma of the corpus uteri'],0.022607416745456455,0.9898804047838087
['squamous cell carcinoma of the corpus uteri'],['hereditary breast carcinoma'],0.022607416745456455,1.0
['undifferentiated carcinoma of the corpus uteri'],['hereditary breast carcinoma'],0.022607416745456455,1.0
['hereditary breast carcinoma'],['undifferentiated carcinoma of the corpus uteri'],0.022607416745456455,0.9898804047838087
['hereditary breast ovarian cancer syndrome'],['squamous cell carcinoma of the corpus uteri'],0.022607416745456455,0.9173060528559249
['squamous cell carcinoma of the corpus uteri'],['hereditary breast ovarian cancer syndrome'],0.022607416745456455,1.0
['hereditary breast ovarian cancer syndrome'],['undifferentiated carcinoma of the corpus uteri'],0.022607416745456455,0.9173060528559249
['undifferentiated carcinoma of the corpus uteri'],['hereditary breast ovarian cancer syndrome'],0.022607416745456455,1.0
['pediatric hepatocellular carcinoma'],['liver cancer'],0.010715411282697762,1.0
['liver cancer'],['pediatric hepatocellular carcinoma'],0.010715411282697762,0.8279220779220778
['squamous cell carcinoma of liver and intrahepatic biliary tract'],['liver cancer'],0.010736421893055993,0.9751908396946565
['liver cancer'],['squamous cell carcinoma of liver and intrahepatic biliary tract'],0.010736421893055993,0.8295454545454545
['undifferentiated carcinoma of liver and intrahepatic biliary tract'],['liver cancer'],0.010736421893055993,0.9751908396946565
['liver cancer'],['undifferentiated carcinoma of liver and intrahepatic biliary tract'],0.010736421893055993,0.8295454545454545
['pediatric hepatocellular carcinoma'],['squamous cell carcinoma of liver and intrahepatic biliary tract'],0.010715411282697762,1.0
['squamous cell carcinoma of liver and intrahepatic biliary tract'],['pediatric hepatocellular carcinoma'],0.010715411282697762,0.9732824427480915
['pediatric hepatocellular carcinoma'],['undifferentiated carcinoma of liver and intrahepatic biliary tract'],0.010715411282697762,1.0
['undifferentiated carcinoma of liver and intrahepatic biliary tract'],['pediatric hepatocellular carcinoma'],0.010715411282697762,0.9732824427480915
['prostate carcinoma'],['prostate cancer'],0.013068599642819624,1.0
['prostate cancer'],['prostate carcinoma'],0.013068599642819624,1.0
['undifferentiated carcinoma of liver and intrahepatic biliary tract'],['squamous cell carcinoma of liver and intrahepatic biliary tract'],0.011009559827712996,1.0
['squamous cell carcinoma of liver and intrahepatic biliary tract'],['undifferentiated carcinoma of liver and intrahepatic biliary tract'],0.011009559827712996,1.0
['undifferentiated carcinoma of the corpus uteri'],['squamous cell carcinoma of the corpus uteri'],0.022607416745456455,1.0
['squamous cell carcinoma of the corpus uteri'],['undifferentiated carcinoma of the corpus uteri'],0.022607416745456455,1.0
"['Abnormality of the gastrointestinal tract', 'Abdominal pain']",['Nausea'],0.010253177854816683,0.9918699186991871
"['Nausea', 'Abnormality of the gastrointestinal tract']",['Abdominal pain'],0.010253177854816683,0.8079470198675497
"['Vomiting', 'Abnormality of the gastrointestinal tract']",['Abdominal pain'],0.010085092971950834,0.840630472854641
"['Abnormality of the gastrointestinal tract', 'Abdominal pain']",['Vomiting'],0.010085092971950834,0.975609756097561
"['Dyspnea', 'Abdominal pain']",['Respiratory distress'],0.010043071751234374,1.0
"['Abdominal pain', 'Respiratory distress']",['Dyspnea'],0.010043071751234374,0.9896480331262941
"['Fatigue', 'Nausea']",['Abdominal pain'],0.010043071751234374,0.8101694915254238
"['Fatigue', 'Abdominal pain']",['Nausea'],0.010043071751234374,0.987603305785124
"['Headache', 'Fever']",['Abdominal pain'],0.01046328395839899,0.8045234248788368
"['Fever', 'Abdominal pain']",['Headache'],0.01046328395839899,0.9521988527724664
"['Inflammatory abnormality of the skin', 'Fever']",['Abdominal pain'],0.010526315789473684,0.8172920065252854
"['Fever', 'Abdominal pain']",['Inflammatory abnormality of the skin'],0.010526315789473684,0.9579349904397705
"['Fever', 'Abdominal pain']",['Nausea'],0.01090450677592184,0.9923518164435946
"['Vertigo', 'Fever']",['Abdominal pain'],0.010211156634100221,0.8086522462562397
"['Fever', 'Abdominal pain']",['Vertigo'],0.010211156634100221,0.9292543021032504
"['Vomiting', 'Fever']",['Abdominal pain'],0.010820464334488918,0.8123028391167193
"['Fever', 'Abdominal pain']",['Vomiting'],0.010820464334488918,0.9847036328871893
"['Inflammatory abnormality of the skin', 'Abdominal pain']",['Headache'],0.012816472318520853,0.9561128526645768
"['Headache', 'Abdominal pain']",['Inflammatory abnormality of the skin'],0.012816472318520853,0.9341500765696784
['Abdominal pain'],"['Inflammatory abnormality of the skin', 'Headache']",0.012816472318520853,0.8739255014326647
"['Headache', 'Abdominal pain']",['Nausea'],0.013488811849984243,0.983154670750383
"['Nausea', 'Abdominal pain']",['Headache'],0.013488811849984243,0.9399707174231333
['Abdominal pain'],"['Headache', 'Nausea']",0.013488811849984243,0.9197707736389684
"['Headache', 'Abdominal pain']",['Pruritus'],0.011513814476310537,0.8392036753445636
"['Pruritus', 'Abdominal pain']",['Headache'],0.011513814476310537,0.9530434782608695
"['Headache', 'Abdominal pain']",['Vertigo'],0.012690408656371468,0.9249617151607964
"['Vertigo', 'Abdominal pain']",['Headache'],0.012690408656371468,0.967948717948718
['Abdominal pain'],"['Headache', 'Vertigo']",0.012690408656371468,0.8653295128939827
"['Headache', 'Abdominal pain']",['Vomiting'],0.013047589032461393,0.9509954058192956
"['Vomiting', 'Abdominal pain']",['Headache'],0.013047589032461393,0.9409090909090909
['Abdominal pain'],"['Headache', 'Vomiting']",0.013047589032461393,0.8896848137535817
"['Inflammatory abnormality of the skin', 'Abdominal pain']",['Nausea'],0.013194663304969009,0.9843260188087775
"['Nausea', 'Abdominal pain']",['Inflammatory abnormality of the skin'],0.013194663304969009,0.9194729136163983
['Abdominal pain'],"['Inflammatory abnormality of the skin', 'Nausea']",0.013194663304969009,0.8997134670487106
"['Inflammatory abnormality of the skin', 'Abdominal pain']",['Pruritus'],0.01157684630738523,0.8636363636363636
"['Pruritus', 'Abdominal pain']",['Inflammatory abnormality of the skin'],0.01157684630738523,0.9582608695652175
"['Inflammatory abnormality of the skin', 'Abdominal pain']",['Vertigo'],0.012312217669923312,0.9184952978056427
"['Vertigo', 'Abdominal pain']",['Inflammatory abnormality of the skin'],0.012312217669923312,0.9391025641025641
['Abdominal pain'],"['Inflammatory abnormality of the skin', 'Vertigo']",0.012312217669923312,0.839541547277937
"['Inflammatory abnormality of the skin', 'Abdominal pain']",['Vomiting'],0.01277445109780439,0.9529780564263323
"['Vomiting', 'Abdominal pain']",['Inflammatory abnormality of the skin'],0.01277445109780439,0.9212121212121211
['Abdominal pain'],"['Inflammatory abnormality of the skin', 'Vomiting']",0.01277445109780439,0.8710601719197707
"['Pain', 'Nausea']",['Abdominal pain'],0.010106103582309066,0.8056951423785593
"['Pain', 'Abdominal pain']",['Nausea'],0.010106103582309066,0.9876796714579055
"['Pruritus', 'Abdominal pain']",['Nausea'],0.011892005462758693,0.9843478260869565
"['Nausea', 'Abdominal pain']",['Pruritus'],0.011892005462758693,0.828696925329429
['Abdominal pain'],"['Pruritus', 'Nausea']",0.011892005462758693,0.8108882521489971
"['Abdominal pain', 'Respiratory distress']",['Nausea'],0.010043071751234374,0.9896480331262941
"['Vertigo', 'Abdominal pain']",['Nausea'],0.01294253598067024,0.9871794871794872
"['Nausea', 'Abdominal pain']",['Vertigo'],0.01294253598067024,0.9019033674963397
['Abdominal pain'],"['Vertigo', 'Nausea']",0.01294253598067024,0.8825214899713467
"['Vomiting', 'Abdominal pain']",['Nausea'],0.013761949784641243,0.9924242424242423
"['Nausea', 'Abdominal pain']",['Vomiting'],0.013761949784641243,0.95900439238653
['Abdominal pain'],"['Vomiting', 'Nausea']",0.013761949784641243,0.9383954154727793
"['Pruritus', 'Abdominal pain']",['Vertigo'],0.01111461287950415,0.92
"['Vertigo', 'Abdominal pain']",['Pruritus'],0.01111461287950415,0.8477564102564102
"['Vomiting', 'Pruritus']",['Abdominal pain'],0.01161886752810169,0.8084795321637427
"['Pruritus', 'Abdominal pain']",['Vomiting'],0.01161886752810169,0.9617391304347825
"['Vomiting', 'Abdominal pain']",['Pruritus'],0.01161886752810169,0.8378787878787878
"['Vomiting', 'Abdominal pain']",['Vertigo'],0.012543334383863852,0.9045454545454545
"['Vertigo', 'Abdominal pain']",['Vomiting'],0.012543334383863852,0.9567307692307693
['Abdominal pain'],"['Vomiting', 'Vertigo']",0.012543334383863852,0.8553008595988538
"['Inflammatory abnormality of the skin', 'Abnormality of the gastrointestinal tract']",['Headache'],0.011072591658787687,0.9377224199288257
"['Headache', 'Abnormality of the gastrointestinal tract']",['Inflammatory abnormality of the skin'],0.011072591658787687,0.9213286713286714
['Abnormality of the gastrointestinal tract'],"['Inflammatory abnormality of the skin', 'Headache']",0.011072591658787687,0.8527508090614887
"['Headache', 'Abnormality of the gastrointestinal tract']",['Nausea'],0.011828973631684,0.9842657342657343
"['Nausea', 'Abnormality of the gastrointestinal tract']",['Headache'],0.011828973631684,0.9321192052980132
['Abnormality of the gastrointestinal tract'],"['Headache', 'Nausea']",0.011828973631684,0.9110032362459547
"['Headache', 'Abnormality of the gastrointestinal tract']",['Pruritus'],0.010169135413383759,0.8461538461538461
"['Pruritus', 'Abnormality of the gastrointestinal tract']",['Headache'],0.010169135413383759,0.9471624266144815
"['Headache', 'Abnormality of the gastrointestinal tract']",['Vertigo'],0.011240676541653534,0.9353146853146853
"['Vertigo', 'Abnormality of the gastrointestinal tract']",['Headache'],0.011240676541653534,0.9692028985507245
['Abnormality of the gastrointestinal tract'],"['Headache', 'Vertigo']",0.011240676541653534,0.8656957928802589
"['Headache', 'Abnormality of the gastrointestinal tract']",['Vomiting'],0.011240676541653534,0.9353146853146853
"['Vomiting', 'Abnormality of the gastrointestinal tract']",['Headache'],0.011240676541653534,0.9369527145359019
['Abnormality of the gastrointestinal tract'],"['Headache', 'Vomiting']",0.011240676541653534,0.8656957928802589
"['Inflammatory abnormality of the skin', 'Abnormality of the gastrointestinal tract']",['Nausea'],0.011597856917743461,0.9822064056939503
"['Nausea', 'Abnormality of the gastrointestinal tract']",['Inflammatory abnormality of the skin'],0.011597856917743461,0.9139072847682119
['Abnormality of the gastrointestinal tract'],"['Inflammatory abnormality of the skin', 'Nausea']",0.011597856917743461,0.8932038834951457
"['Inflammatory abnormality of the skin', 'Abnormality of the gastrointestinal tract']",['Pruritus'],0.010106103582309066,0.8558718861209964
"['Pruritus', 'Abnormality of the gastrointestinal tract']",['Inflammatory abnormality of the skin'],0.010106103582309066,0.9412915851272016
"['Inflammatory abnormality of the skin', 'Abnormality of the gastrointestinal tract']",['Vertigo'],0.010757432503414224,0.911032028469751
"['Vertigo', 'Abnormality of the gastrointestinal tract']",['Inflammatory abnormality of the skin'],0.010757432503414224,0.9275362318840579
['Abnormality of the gastrointestinal tract'],"['Inflammatory abnormality of the skin', 'Vertigo']",0.010757432503414224,0.8284789644012945
"['Inflammatory abnormality of the skin', 'Abnormality of the gastrointestinal tract']",['Vomiting'],0.011051581048429456,0.9359430604982206
"['Vomiting', 'Abnormality of the gastrointestinal tract']",['Inflammatory abnormality of the skin'],0.011051581048429456,0.9211908931698775
['Abnormality of the gastrointestinal tract'],"['Inflammatory abnormality of the skin', 'Vomiting']",0.011051581048429456,0.8511326860841424
"['Pruritus', 'Abnormality of the gastrointestinal tract']",['Nausea'],0.01063136884126484,0.990215264187867
"['Nausea', 'Abnormality of the gastrointestinal tract']",['Pruritus'],0.01063136884126484,0.837748344370861
['Abnormality of the gastrointestinal tract'],"['Pruritus', 'Nausea']",0.01063136884126484,0.8187702265372169
"['Vertigo', 'Abnormality of the gastrointestinal tract']",['Nausea'],0.011429772034877612,0.9855072463768114
"['Nausea', 'Abnormality of the gastrointestinal tract']",['Vertigo'],0.011429772034877612,0.9006622516556291
['Abnormality of the gastrointestinal tract'],"['Vertigo', 'Nausea']",0.011429772034877612,0.8802588996763754
"['Vomiting', 'Abnormality of the gastrointestinal tract']",['Nausea'],0.011934026683475155,0.9947460595446586
"['Nausea', 'Abnormality of the gastrointestinal tract']",['Vomiting'],0.011934026683475155,0.9403973509933775
